src,dest,ts,weight
1270,194,1085281383,1
815,950,1085281755,1
342,544,1085289414,1
596,57,1085295357,1
596,704,1085295448,1
1302,338,1085295978,1
950,815,1085296105,1
353,372,1085296413,1
1302,198,1085296494,1
1268,1313,1085296507,1
1302,704,1085296577,1
353,1284,1085296807,1
964,160,1085296986,1
375,912,1085299231,1
357,1253,1085299870,1
1189,375,1085300860,1
1271,477,1085301328,1
725,638,1085301401,1
725,835,1085301515,1
1246,963,1085301565,1
350,343,1085301660,1
1185,375,1085301716,1
209,242,1085301766,1
1310,1246,1085302034,1
1246,1310,1085302194,1
596,193,1085302471,1
454,1043,1085302498,1
198,1302,1085302548,1
1246,1310,1085302788,1
1246,1310,1085303292,1
1190,738,1085303381,1
1190,738,1085303395,1
997,142,1085304074,1
1315,392,1085304929,1
72,392,1085305355,1
834,1280,1085305825,1
1310,802,1085306188,1
357,525,1085306302,1
1310,561,1085306354,1
357,638,1085306544,1
358,32,1085306545,1
358,254,1085306651,1
358,281,1085306727,1
357,358,1085306729,1
193,596,1085307110,1
193,378,1085307138,1
224,175,1085307175,1
9,1261,1085307541,1
9,1279,1085307639,1
281,358,1085307730,1
281,1280,1085307762,1
1127,454,1085307870,1
143,1037,1085308097,1
357,525,1085308293,1
357,525,1085308394,1
357,525,1085308511,1
1284,353,1085308515,1
525,357,1085308556,1
357,1284,1085308655,1
357,974,1085308814,1
1280,834,1085309417,1
1280,281,1085309653,1
277,644,1085309711,1
638,357,1085309974,1
277,644,1085310302,1
725,638,1085310433,1
942,919,1085310712,1
942,63,1085310757,1
1246,834,1085310783,1
1173,654,1085310891,1
942,63,1085310919,1
1142,990,1085310926,1
1173,60,1085311056,1
654,1173,1085311104,1
942,1314,1085311202,1
1287,1253,1085311330,1
277,644,1085311396,1
1317,781,1085311613,1
942,63,1085312051,1
281,1280,1085312319,1
454,1127,1085312619,1
1298,394,1085312968,1
1113,638,1085312969,1
638,725,1085313011,1
277,644,1085313086,1
105,1181,1085313538,1
1113,638,1085313705,1
394,1298,1085314094,1
834,1280,1085314466,1
856,1176,1085314813,1
394,738,1085314888,1
1126,1302,1085315160,1
220,1310,1085315164,1
341,1280,1085315418,1
1043,454,1085315825,1
1246,963,1085315829,1
53,1314,1085315881,1
509,758,1085315885,1
1246,834,1085315891,1
1302,198,1085315957,1
306,616,1085316138,1
1280,341,1085316298,1
249,1324,1085316353,1
1187,353,1085316388,1
1187,1183,1085316400,1
1187,1131,1085316408,1
1187,1284,1085316419,1
1280,834,1085316431,1
114,770,1085316452,1
375,1189,1085316556,1
375,1185,1085316627,1
1280,281,1085316754,1
254,358,1085316816,1
990,1142,1085316889,1
1237,199,1085316993,1
372,473,1085316997,1
1237,1227,1085317002,1
1237,91,1085317062,1
834,1280,1085317095,1
372,353,1085317224,1
1281,1310,1085317363,1
454,1043,1085317437,1
1280,834,1085317466,1
281,1280,1085318172,1
704,1324,1085318216,1
1280,281,1085318343,1
1284,1187,1085318344,1
357,638,1085318363,1
1284,793,1085318473,1
793,1284,1085318512,1
834,1280,1085318518,1
1317,72,1085318541,1
793,1284,1085318552,1
69,357,1085318566,1
1280,834,1085318595,1
1284,793,1085318625,1
834,1280,1085318733,1
1280,834,1085318918,1
834,1280,1085318999,1
1284,585,1085319031,1
281,1271,1085319078,1
1280,834,1085319145,1
834,1280,1085319256,1
793,1284,1085319257,1
1284,793,1085319348,1
793,1284,1085319398,1
1280,834,1085319421,1
1252,1231,1085319539,1
834,1280,1085319586,1
1284,793,1085319732,1
793,1284,1085319814,1
1325,1326,1085319952,1
760,212,1085320100,1
357,638,1085320346,1
638,1317,1085320483,1
802,1310,1085320606,1
249,886,1085320690,1
1327,282,1085320778,1
1246,415,1085320794,1
249,1302,1085320944,1
394,393,1085321049,1
1317,638,1085321269,1
1317,1244,1085321374,1
249,713,1085321422,1
394,393,1085321470,1
67,1296,1085321482,1
199,1237,1085321516,1
545,1328,1085321541,1
1244,1317,1085321564,1
1328,545,1085321566,1
1328,545,1085321582,1
545,1328,1085321652,1
378,193,1085321985,1
1328,545,1085322044,1
1215,949,1085322182,1
249,817,1085322185,1
249,454,1085322267,1
1326,1325,1085322312,1
249,817,1085322360,1
585,1284,1085322387,1
249,605,1085322442,1
249,547,1085322567,1
598,652,1085322593,1
598,62,1085322607,1
598,84,1085322622,1
249,1295,1085322637,1
598,1189,1085322640,1
598,1303,1085322678,1
598,878,1085322700,1
481,1284,1085323093,1
1043,454,1085323177,1
1248,919,1085323284,1
1312,103,1085323293,1
454,1043,1085323417,1
1312,103,1085323424,1
1329,1271,1085323551,1
50,102,1085323567,1
481,50,1085323619,1
1050,495,1085323672,1
142,997,1085323821,1
50,481,1085323872,1
1329,477,1085323933,1
481,50,1085324341,1
12,598,1085324342,1
1246,719,1085324641,1
1328,277,1085324773,1
42,1117,1085324817,1
719,1246,1085324852,1
1042,1330,1085324866,1
638,285,1085324898,1
1246,719,1085324908,1
1328,495,1085324929,1
919,1248,1085324967,1
160,964,1085325032,1
1331,1168,1085325120,1
481,50,1085325339,1
50,481,1085325357,1
50,481,1085325368,1
1043,454,1085325398,1
1246,228,1085325572,1
454,1043,1085325603,1
1328,285,1085325619,1
539,495,1085325626,1
1043,454,1085325780,1
1246,228,1085325800,1
454,1043,1085325853,1
1118,1103,1085325854,1
749,474,1085325859,1
481,50,1085325871,1
1246,228,1085325937,1
1246,719,1085326054,1
50,481,1085326101,1
481,50,1085326130,1
933,1214,1085326177,1
1246,228,1085326288,1
42,495,1085326384,1
342,495,1085326434,1
1231,1252,1085326464,1
228,194,1085326528,1
50,1227,1085326537,1
228,1246,1085326591,1
1227,50,1085326641,1
679,1248,1085326705,1
389,1189,1085326712,1
1043,454,1085326721,1
194,228,1085326812,1
194,1270,1085326834,1
194,1004,1085326852,1
44,228,1085326874,1
44,514,1085326956,1
964,160,1085327036,1
199,212,1085327141,1
1032,598,1085327214,1
454,1043,1085327230,1
228,194,1085327255,1
1043,454,1085327314,1
454,1043,1085327332,1
725,638,1085327345,1
1043,454,1085327357,1
1231,704,1085327423,1
50,1227,1085327461,1
228,498,1085327535,1
454,1043,1085327706,1
498,228,1085327709,1
1227,50,1085327749,1
498,495,1085327849,1
1272,1260,1085327884,1
228,498,1085327960,1
1214,933,1085328038,1
1043,454,1085328042,1
1246,228,1085328107,1
498,228,1085328130,1
454,1043,1085328132,1
194,353,1085328155,1
1252,1231,1085328157,1
771,398,1085328165,1
67,1296,1085328250,1
398,771,1085328422,1
1043,454,1085328641,1
454,1043,1085328691,1
228,498,1085328702,1
67,1296,1085328802,1
700,605,1085328813,1
687,409,1085328950,1
114,770,1085329006,1
700,1253,1085329026,1
1043,454,1085329051,1
454,1043,1085329166,1
103,973,1085329346,1
67,97,1085329349,1
1043,454,1085329405,1
234,1183,1085329580,1
234,686,1085329635,1
1312,103,1085329790,1
249,454,1085330112,1
704,1231,1085330139,1
1113,1214,1085330503,1
1323,1129,1085330572,1
303,212,1085330685,1
242,488,1085330717,1
1272,1246,1085330734,1
1043,97,1085330973,1
912,375,1085331060,1
1312,103,1085331116,1
704,377,1085331150,1
704,377,1085331225,1
454,1043,1085331699,1
474,749,1085331717,1
97,1043,1085332055,1
701,341,1085332394,1
713,1158,1085332593,1
713,1158,1085332634,1
697,782,1085332664,1
942,919,1085332731,1
209,242,1085333294,1
536,423,1085333822,1
536,1224,1085333839,1
63,228,1085333849,1
1213,1026,1085333944,1
41,502,1085334045,1
41,1255,1085334055,1
738,394,1085334061,1
114,770,1085334173,1
594,242,1085334189,1
314,542,1085334260,1
1316,586,1085334361,1
314,1296,1085334362,1
640,1253,1085334375,1
423,536,1085334569,1
1235,638,1085334636,1
423,815,1085334732,1
1032,1186,1085334759,1
536,423,1085334783,1
285,1328,1085334943,1
701,50,1085334961,1
50,701,1085335018,1
193,378,1085335026,1
586,1316,1085335037,1
296,194,1085335073,1
1231,704,1085335096,1
1186,1032,1085335187,1
640,712,1085335215,1
353,1283,1085335236,1
640,617,1085335302,1
701,50,1085335322,1
697,923,1085335327,1
1032,1186,1085335338,1
1213,1032,1085335343,1
1213,1032,1085335446,1
353,296,1085335482,1
50,701,1085335495,1
1213,1032,1085335511,1
245,1283,1085335559,1
701,50,1085335595,1
1043,454,1085335646,1
353,793,1085335679,1
1283,353,1085335686,1
1032,1186,1085335712,1
1281,701,1085335713,1
50,701,1085335876,1
1281,701,1085335949,1
333,1227,1085336069,1
425,1103,1085336114,1
353,1283,1085336117,1
1290,596,1085336236,1
1332,1255,1085336297,1
249,454,1085336343,1
1332,1255,1085336375,1
1332,1255,1085336448,1
770,1217,1085336463,1
1255,1332,1085336504,1
770,938,1085336512,1
1281,1283,1085336551,1
1332,1255,1085336675,1
1316,586,1085336715,1
1190,738,1085336752,1
834,314,1085336951,1
296,353,1085337002,1
1271,1329,1085337097,1
358,281,1085337142,1
358,254,1085337164,1
358,357,1085337196,1
586,1316,1085337284,1
514,654,1085337401,1
766,181,1085337404,1
514,626,1085337417,1
454,1043,1085337421,1
626,514,1085337429,1
766,372,1085337433,1
249,454,1085337441,1
509,272,1085337454,1
1255,1332,1085337475,1
1043,454,1085337559,1
1021,701,1085337591,1
1021,105,1085337644,1
1118,598,1085337672,1
514,626,1085337688,1
1281,1283,1085337784,1
1270,194,1085337788,1
600,1332,1085337866,1
281,358,1085337867,1
626,514,1085337886,1
514,626,1085337916,1
342,626,1085338069,1
342,626,1085338153,1
621,105,1085338280,1
9,598,1085338331,1
9,1312,1085338346,1
621,48,1085338373,1
483,782,1085338404,1
483,1189,1085338415,1
679,50,1085338421,1
1332,1255,1085338481,1
249,654,1085338501,1
754,903,1085338518,1
754,1332,1085338551,1
454,1043,1085338604,1
810,1021,1085338608,1
1333,1145,1085338645,1
1026,184,1085338815,1
1043,454,1085338866,1
1127,318,1085338875,1
454,1043,1085338946,1
193,658,1085339035,1
1333,1145,1085339038,1
1127,415,1085339068,1
495,68,1085339103,1
103,1334,1085339122,1
114,770,1085339160,1
495,1185,1085339163,1
114,103,1085339168,1
142,654,1085339210,1
114,103,1085339226,1
495,542,1085339227,1
142,514,1085339406,1
350,626,1085339423,1
1043,454,1085339447,1
454,1043,1085339616,1
1286,1335,1085339731,1
1312,103,1085339749,1
1113,1214,1085339753,1
174,1260,1085339762,1
1043,454,1085339818,1
1113,495,1085339822,1
1113,1255,1085339883,1
1312,103,1085339883,1
1113,1255,1085339997,1
1334,1255,1085340077,1
1,312,1085340108,1
1255,1334,1085340162,1
1312,103,1085340180,1
1113,1255,1085340183,1
1087,353,1085340212,1
1312,103,1085340271,1
1312,103,1085340296,1
719,1336,1085340375,1
1113,1255,1085340380,1
1113,1214,1085340393,1
1113,353,1085340504,1
1113,1255,1085340580,1
1336,725,1085340609,1
639,1127,1085340678,1
1113,353,1085340687,1
1189,375,1085340735,1
1113,1255,1085340737,1
1189,598,1085340808,1
615,1026,1085340808,1
738,393,1085340831,1
1113,1255,1085340915,1
32,1336,1085340925,1
1334,1068,1085340959,1
639,388,1085340967,1
1113,1255,1085341198,1
495,585,1085341293,1
617,103,1085341396,1
103,1280,1085341414,1
617,640,1085341426,1
103,617,1085341432,1
725,1336,1085341444,1
617,103,1085341547,1
103,617,1085341604,1
617,103,1085341665,1
1280,103,1085341696,1
617,644,1085341701,1
495,1050,1085341729,1
103,617,1085341730,1
431,617,1085341733,1
617,103,1085341765,1
103,1280,1085341803,1
1312,103,1085341821,1
495,498,1085341830,1
103,617,1085341836,1
431,617,1085341955,1
1312,103,1085341962,1
950,495,1085341976,1
353,950,1085342015,1
495,950,1085342084,1
308,701,1085342131,1
950,353,1085342147,1
341,701,1085342170,1
495,950,1085342205,1
1312,103,1085342209,1
431,617,1085342214,1
1280,103,1085342231,1
950,495,1085342259,1
1190,738,1085342284,1
950,495,1085342297,1
1126,1302,1085342305,1
1102,514,1085342322,1
1190,551,1085342363,1
103,1280,1085342368,1
1280,103,1085342385,1
431,617,1085342409,1
1113,1214,1085342431,1
923,697,1085342474,1
1113,495,1085342511,1
686,234,1085342601,1
697,923,1085342602,1
1312,103,1085342624,1
220,1310,1085342639,1
569,1337,1085342697,1
1244,296,1085342712,1
923,697,1085342728,1
646,495,1085342730,1
1113,1214,1085342732,1
431,617,1085342737,1
923,697,1085342743,1
431,617,1085342923,1
569,1337,1085342947,1
1113,1214,1085342989,1
1190,288,1085343026,1
353,950,1085343054,1
482,799,1085343093,1
654,142,1085343111,1
482,1005,1085343122,1
482,546,1085343152,1
1113,1214,1085343177,1
1043,495,1085343238,1
323,341,1085343278,1
908,332,1085343292,1
950,353,1085343300,1
1113,1214,1085343431,1
797,63,1085343489,1
681,617,1085343577,1
296,1244,1085343579,1
1113,1214,1085343609,1
871,392,1085343615,1
871,1302,1085343678,1
142,654,1085343745,1
341,353,1085343771,1
1255,1335,1085343779,1
353,341,1085343833,1
68,495,1085343878,1
1113,1214,1085343929,1
341,353,1085343931,1
654,142,1085343958,1
1113,1214,1085344000,1
353,950,1085344050,1
249,1295,1085344131,1
1113,1214,1085344232,1
871,1097,1085344235,1
871,513,1085344272,1
569,296,1085344335,1
1113,1214,1085344401,1
212,439,1085344409,1
1302,1126,1085344591,1
482,3,1085344593,1
378,193,1085344605,1
342,495,1085344609,1
1113,1214,1085344787,1
971,609,1085344961,1
353,341,1085344994,1
971,199,1085344995,1
353,1326,1085345055,1
503,41,1085345068,1
1247,704,1085345114,1
415,475,1085345162,1
254,358,1085345169,1
503,617,1085345226,1
871,1302,1085345230,1
475,415,1085345254,1
321,392,1085345305,1
1246,99,1085345314,1
1281,1173,1085345415,1
503,1217,1085345428,1
341,353,1085345505,1
42,495,1085345539,1
871,1097,1085345568,1
142,654,1085345581,1
63,797,1085345582,1
42,1183,1085345592,1
503,41,1085345599,1
871,495,1085345612,1
42,1183,1085345637,1
42,1337,1085345817,1
353,341,1085345871,1
377,704,1085346047,1
415,475,1085346060,1
654,142,1085346119,1
1283,513,1085346131,1
358,281,1085346153,1
199,971,1085346171,1
358,254,1085346177,1
254,358,1085346220,1
245,1264,1085346228,1
1281,1173,1085346307,1
145,994,1085346342,1
145,1042,1085346380,1
431,605,1085346390,1
503,254,1085346398,1
245,1283,1085346465,1
142,654,1085346482,1
249,1255,1085346514,1
245,60,1085346522,1
341,353,1085346535,1
323,341,1085346536,1
228,63,1085346578,1
431,605,1085346579,1
654,142,1085346586,1
1338,254,1085346612,1
431,605,1085346672,1
298,323,1085346787,1
431,605,1085346803,1
48,621,1085346809,1
1281,131,1085346847,1
1117,856,1085346856,1
516,564,1085346864,1
431,605,1085346922,1
454,1043,1085346966,1
1338,254,1085347028,1
1325,1326,1085347040,1
739,308,1085347044,1
1043,454,1085347072,1
1136,739,1085347079,1
1325,1123,1085347125,1
1043,454,1085347131,1
1338,254,1085347148,1
442,1247,1085347194,1
431,605,1085347206,1
454,1043,1085347279,1
323,341,1085347316,1
323,298,1085347362,1
658,193,1085347383,1
1338,254,1085347393,1
640,617,1085347409,1
1338,471,1085347440,1
924,1158,1085347442,1
1338,254,1085347461,1
924,1158,1085347470,1
431,605,1085347584,1
615,1072,1085347657,1
605,254,1085347685,1
1338,254,1085347706,1
254,605,1085347708,1
605,254,1085347748,1
431,605,1085347752,1
1043,454,1085347766,1
254,605,1085347771,1
1215,398,1085347775,1
353,372,1085347777,1
605,254,1085347815,1
454,1043,1085347820,1
254,605,1085347834,1
1326,1325,1085347847,1
942,919,1085347852,1
986,644,1085347903,1
63,228,1085347938,1
1325,1326,1085347955,1
605,254,1085347962,1
1043,454,1085347964,1
1338,1034,1085347977,1
1338,254,1085348004,1
991,109,1085348011,1
1338,1173,1085348014,1
735,839,1085348058,1
254,605,1085348060,1
605,254,1085348121,1
1338,1173,1085348178,1
1338,254,1085348204,1
254,605,1085348212,1
605,254,1085348312,1
1118,620,1085348318,1
254,605,1085348342,1
986,1310,1085348346,1
142,654,1085348361,1
758,509,1085348461,1
1339,1231,1085348589,1
272,308,1085348596,1
53,1314,1085348596,1
1326,353,1085348606,1
272,654,1085348627,1
272,605,1085348694,1
770,1336,1085348695,1
1338,254,1085348728,1
1326,1325,1085348760,1
272,509,1085348795,1
1231,1339,1085348833,1
1339,1231,1085348949,1
758,50,1085349024,1
1338,254,1085349094,1
792,1283,1085349139,1
1306,990,1085349201,1
643,638,1085349374,1
1338,254,1085349499,1
758,298,1085349683,1
298,758,1085349730,1
1338,254,1085349771,1
1083,175,1085349840,1
758,298,1085349893,1
282,109,1085349904,1
638,643,1085349937,1
638,68,1085349942,1
298,758,1085349992,1
1083,299,1085349997,1
1338,254,1085350004,1
1338,209,1085350056,1
1283,468,1085350218,1
254,1338,1085350220,1
1283,468,1085350225,1
1283,644,1085350241,1
1283,643,1085350250,1
1039,1316,1085350252,1
50,758,1085350253,1
1283,482,1085350262,1
1283,1246,1085350292,1
758,50,1085350305,1
372,766,1085350327,1
1283,1039,1085350344,1
1113,1283,1085350353,1
372,353,1085350360,1
1283,121,1085350385,1
1283,1169,1085350431,1
758,298,1085350438,1
1283,101,1085350446,1
1283,142,1085350479,1
1283,1231,1085350488,1
50,758,1085350492,1
598,1032,1085350500,1
770,1283,1085350505,1
454,1043,1085350524,1
1283,298,1085350526,1
1283,278,1085350537,1
1283,713,1085350546,1
1283,470,1085350556,1
1283,1187,1085350566,1
1195,1283,1085350569,1
1283,603,1085350590,1
447,1283,1085350597,1
1283,254,1085350606,1
1283,586,1085350618,1
1283,1105,1085350629,1
603,1283,1085350666,1
621,48,1085350675,1
1283,422,1085350676,1
1283,144,1085350695,1
871,595,1085350707,1
1283,90,1085350709,1
1087,1283,1085350723,1
1283,598,1085350743,1
758,50,1085350761,1
1283,1168,1085350774,1
1283,1325,1085350799,1
1283,704,1085350813,1
871,595,1085350813,1
323,643,1085350814,1
1283,1208,1085350825,1
1283,1051,1085350838,1
1168,1283,1085350841,1
470,1283,1085350893,1
298,1283,1085350911,1
871,595,1085350918,1
60,245,1085350927,1
90,1283,1085350931,1
1283,645,1085350932,1
1283,368,1085350959,1
323,1083,1085350980,1
368,1283,1085350988,1
323,1283,1085351020,1
1169,1283,1085351043,1
470,288,1085351097,1
1283,1340,1085351142,1
323,367,1085351145,1
1283,1034,1085351162,1
1283,297,1085351207,1
1302,468,1085351213,1
1283,1341,1085351245,1
1168,1298,1085351245,1
1283,85,1085351256,1
770,1216,1085351262,1
163,1283,1085351329,1
782,654,1085351334,1
1283,1297,1085351336,1
1118,1283,1085351338,1
1283,1339,1085351350,1
27,1283,1085351355,1
42,1294,1085351361,1
1283,346,1085351378,1
1118,598,1085351380,1
1118,598,1085351395,1
1283,801,1085351396,1
1283,1227,1085351415,1
144,142,1085351429,1
598,346,1085351450,1
1339,1283,1085351456,1
1118,1283,1085351462,1
1283,128,1085351474,1
1283,242,1085351513,1
323,991,1085351534,1
63,26,1085351535,1
176,1302,1085351587,1
1118,598,1085351595,1
770,598,1085351630,1
1297,1283,1085351645,1
288,470,1085351669,1
346,598,1085351684,1
644,1283,1085351774,1
598,346,1085351805,1
128,1283,1085351807,1
1283,919,1085351812,1
1283,758,1085351846,1
346,220,1085351870,1
1283,835,1085351873,1
1118,598,1085351907,1
770,1196,1085351917,1
831,1187,1085351920,1
249,1283,1085351927,1
1283,1183,1085351930,1
1283,654,1085351945,1
998,1283,1085351966,1
758,1283,1085351996,1
1283,498,1085352037,1
1187,831,1085352041,1
598,353,1085352066,1
1339,221,1085352076,1
1283,975,1085352093,1
1283,317,1085352149,1
1283,1315,1085352172,1
1283,728,1085352181,1
1283,741,1085352192,1
1283,1310,1085352231,1
1286,1342,1085352237,1
831,1187,1085352243,1
317,1283,1085352254,1
1283,561,1085352281,1
561,1310,1085352281,1
1286,1339,1085352295,1
1187,831,1085352303,1
1343,1342,1085352313,1
561,1283,1085352317,1
1283,502,1085352328,1
986,1283,1085352336,1
1283,1158,1085352346,1
1283,475,1085352360,1
1343,1342,1085352389,1
1283,334,1085352390,1
1283,1342,1085352404,1
475,1283,1085352406,1
1246,1283,1085352420,1
1283,1270,1085352427,1
42,1325,1085352439,1
334,1283,1085352448,1
1283,1244,1085352462,1
950,353,1085352463,1
1283,950,1085352478,1
1286,1339,1085352486,1
42,964,1085352487,1
1283,1326,1085352490,1
1283,547,1085352509,1
1283,660,1085352522,1
1283,325,1085352538,1
42,1294,1085352543,1
598,325,1085352554,1
1283,590,1085352555,1
1283,1097,1085352570,1
42,1043,1085352572,1
1283,543,1085352582,1
1283,1167,1085352609,1
1043,454,1085352626,1
1283,782,1085352642,1
1315,1283,1085352645,1
1286,1339,1085352649,1
1283,415,1085352658,1
701,308,1085352659,1
1283,560,1085352670,1
1283,1032,1085352680,1
701,341,1085352680,1
1283,252,1085352695,1
1283,1018,1085352731,1
560,1283,1085352739,1
1167,1283,1085352739,1
1286,1339,1085352826,1
770,101,1085352985,1
323,1083,1085352993,1
103,1342,1085353022,1
1283,475,1085353039,1
1281,1173,1085353103,1
1286,1339,1085353123,1
1343,1283,1085353160,1
831,1187,1085353182,1
793,353,1085353207,1
245,881,1085353262,1
297,1283,1085353337,1
245,163,1085353350,1
245,388,1085353381,1
1325,1283,1085353421,1
245,334,1085353431,1
1283,297,1085353504,1
1343,1342,1085353522,1
1097,1283,1085353534,1
1325,42,1085353568,1
42,1325,1085353581,1
753,6,1085353587,1
561,1283,1085353620,1
252,1283,1085353629,1
1343,1342,1085353648,1
245,309,1085353669,1
1326,1283,1085353717,1
42,1284,1085353721,1
63,278,1085353730,1
1283,1326,1085353744,1
334,245,1085353746,1
1325,42,1085353775,1
1284,42,1085353881,1
297,1283,1085353897,1
1284,481,1085353914,1
1246,834,1085353916,1
1168,520,1085354094,1
42,479,1085354113,1
561,1283,1085354122,1
1339,1344,1085354153,1
372,1280,1085354178,1
1344,1339,1085354206,1
603,814,1085354211,1
1281,73,1085354230,1
1283,561,1085354233,1
1339,1344,1085354235,1
298,573,1085354312,1
1280,372,1085354325,1
561,1283,1085354335,1
1344,1339,1085354349,1
1281,74,1085354352,1
1281,1345,1085354394,1
172,638,1085354405,1
1339,1344,1085354407,1
1281,1042,1085354426,1
814,603,1085354443,1
1281,88,1085354469,1
1281,73,1085354495,1
770,495,1085354509,1
1281,74,1085354511,1
1344,1339,1085354516,1
950,1283,1085354531,1
1325,638,1085354555,1
1283,389,1085354563,1
1339,1344,1085354595,1
1110,1146,1085354609,1
603,814,1085354627,1
1281,1042,1085354636,1
1339,660,1085354638,1
561,74,1085354660,1
1344,1339,1085354670,1
42,843,1085354670,1
843,42,1085354720,1
325,1283,1085354769,1
1339,1344,1085354820,1
388,245,1085354820,1
325,598,1085354895,1
1344,1339,1085354899,1
1281,1018,1085354908,1
843,42,1085354920,1
814,603,1085354928,1
1281,1018,1085354987,1
1281,814,1085355053,1
1339,1344,1085355067,1
323,991,1085355097,1
50,1281,1085355098,1
1281,1018,1085355116,1
1344,1339,1085355128,1
603,814,1085355129,1
1283,753,1085355152,1
638,1340,1085355163,1
1281,50,1085355163,1
1339,1344,1085355186,1
1132,1174,1085355196,1
1283,843,1085355205,1
1281,50,1085355210,1
843,714,1085355234,1
881,245,1085355256,1
1283,1264,1085355264,1
1344,1339,1085355267,1
1281,1280,1085355281,1
714,843,1085355293,1
1339,1344,1085355345,1
1281,1018,1085355357,1
814,603,1085355372,1
1283,1280,1085355374,1
843,714,1085355388,1
753,1283,1085355399,1
1344,1339,1085355413,1
1281,422,1085355465,1
814,1281,1085355474,1
1281,814,1085355508,1
1339,1344,1085355511,1
220,346,1085355519,1
1281,1325,1085355544,1
220,1310,1085355551,1
1283,753,1085355612,1
42,548,1085355622,1
53,1283,1085355629,1
843,1114,1085355631,1
1340,42,1085355660,1
1339,1344,1085355678,1
350,626,1085355684,1
1281,1325,1085355684,1
1344,1339,1085355695,1
42,1340,1085355702,1
1326,1280,1085355707,1
1344,1339,1085355711,1
1340,42,1085355725,1
1339,1344,1085355755,1
53,1283,1085355762,1
1339,1344,1085355769,1
53,1283,1085355788,1
42,1340,1085355800,1
1281,814,1085355842,1
548,42,1085355866,1
1344,1339,1085355866,1
1281,50,1085355872,1
1281,1325,1085355889,1
1339,1344,1085355894,1
42,548,1085355910,1
1310,220,1085355924,1
42,638,1085355969,1
753,1283,1085355999,1
142,1283,1085356008,1
53,1283,1085356021,1
1281,1325,1085356028,1
1317,1280,1085356052,1
1281,495,1085356055,1
1281,475,1085356095,1
1281,1325,1085356112,1
142,144,1085356157,1
308,739,1085356169,1
1281,475,1085356173,1
42,475,1085356178,1
1283,753,1085356185,1
1281,1325,1085356189,1
753,1283,1085356209,1
475,42,1085356261,1
1283,802,1085356273,1
1317,758,1085356289,1
1281,50,1085356302,1
1283,753,1085356327,1
1281,475,1085356339,1
50,1281,1085356340,1
1340,42,1085356342,1
323,42,1085356349,1
1281,50,1085356408,1
1281,475,1085356430,1
758,1317,1085356431,1
753,1283,1085356432,1
254,1283,1085356446,1
1281,1325,1085356484,1
1317,753,1085356518,1
1317,753,1085356523,1
753,1317,1085356571,1
753,1317,1085356578,1
1281,475,1085356869,1
308,701,1085356919,1
594,283,1085356936,1
1281,1325,1085356950,1
594,283,1085356981,1
1281,1004,1085357040,1
1281,1325,1085357116,1
1281,50,1085357145,1
392,1315,1085357288,1
392,72,1085357342,1
394,676,1085357467,1
586,1283,1085357492,1
392,321,1085357543,1
640,569,1085357545,1
6,753,1085357551,1
1215,1281,1085357589,1
1097,191,1085357632,1
753,6,1085357859,1
392,1051,1085357873,1
1215,1083,1085357884,1
1215,1287,1085357956,1
6,753,1085357991,1
392,42,1085358007,1
753,6,1085358080,1
1087,1132,1085358117,1
6,753,1085358130,1
375,912,1085358146,1
560,840,1085358159,1
42,392,1085358189,1
753,6,1085358191,1
278,63,1085358203,1
42,392,1085358217,1
42,475,1085358259,1
6,753,1085358274,1
42,815,1085358359,1
1346,1314,1085358397,1
560,297,1085358428,1
753,6,1085358473,1
1314,1346,1085358580,1
63,278,1085358737,1
1346,1314,1085358738,1
323,741,1085358744,1
1314,1346,1085358967,1
1346,1314,1085359084,1
1174,1132,1085359086,1
309,245,1085359094,1
912,375,1085359143,1
1314,1346,1085359164,1
1280,1317,1085359195,1
1280,1326,1085359256,1
323,42,1085359331,1
1280,1281,1085359337,1
392,42,1085359348,1
1346,1314,1085359354,1
1314,1346,1085359430,1
42,392,1085359448,1
323,1347,1085359496,1
1317,781,1085359501,1
1281,50,1085359534,1
1346,1314,1085359540,1
1280,1281,1085359587,1
145,1042,1085359614,1
1281,1280,1085359618,1
781,1317,1085359623,1
1280,1283,1085359630,1
1280,1281,1085359671,1
42,323,1085359826,1
1281,1280,1085359841,1
741,323,1085359896,1
323,741,1085359938,1
1280,1281,1085359953,1
741,323,1085360002,1
741,323,1085360018,1
323,741,1085360056,1
42,323,1085360075,1
323,1347,1085360192,1
1281,1280,1085360192,1
1315,392,1085360214,1
323,741,1085360221,1
701,308,1085360237,1
42,323,1085360252,1
323,642,1085360262,1
422,1281,1085360266,1
422,1283,1085360279,1
323,741,1085360288,1
53,1314,1085360391,1
323,642,1085360423,1
42,323,1085360429,1
1281,422,1085360489,1
323,642,1085360518,1
1281,781,1085360525,1
323,741,1085360535,1
53,1314,1085360564,1
1314,1346,1085360582,1
781,1281,1085360620,1
1346,1314,1085360621,1
422,1281,1085360621,1
53,1314,1085360654,1
1314,1346,1085360678,1
323,1347,1085360687,1
42,323,1085360708,1
1346,1314,1085360736,1
741,323,1085360844,1
323,741,1085360917,1
42,323,1085360950,1
815,950,1085360982,1
50,1281,1085361167,1
1346,1314,1085361251,1
42,323,1085361289,1
53,1244,1085361431,1
42,323,1085361468,1
53,975,1085361483,1
12,142,1085361528,1
585,495,1085361552,1
42,323,1085361588,1
741,323,1085361689,1
42,323,1085361698,1
